Type,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,Description
Cat,Domestic Short Hair,Female,White,Medium,Medium,None,None,Yes,Healthy,1,0,"This cat came to us on Dec when we visited our old house. It was a tiny, dirty white kitten, looking very frail. My son took pity on it and brought back to our house. We bathed the cat, given it food, milk and keep in a dog cage. We did not intend to keep it for long term, because we already have a dog. Then we thought if this cat could get along with our dog, we would keep her. We made a few attempts, it did not wok. To protect the cat from being hurt by our dog, we continued to keep her in a dog cage. It has been 4 months. We dont think this is the good way of life for her. Therefore, we are deciding to send her off for adoption. Further information will be provided for interested party."
Dog,Mixed Breed,Male,Black,Small,Medium,Yes,Yes,No,Healthy,1,0,"My name is Joshua and I'm a terrier mix breed, small size. I can be kept indoor or outdoor. I love being cuddle and seldom barking. I hope someone could give me second chance as I would be a great companion in ur lovely house :)"
Cat,Persian,Female,Gray,Medium,Long,No,No,No,Healthy,1,450,"Date of Birth :30hb 0ct No transportation services. Open for booking, deposit is required :) Location = Penang Island ( pick up here recommended) Feel free to ask  contact me :(text only)"
Dog,Mixed Breed,Female,Black,Medium,Medium,Yes,Yes,No,Healthy,1,0,No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls contact Amy 
Cat,Domestic Short Hair,Mixed,Black,Medium,Short,Yes,Yes,No,Healthy,2,0,"Monty (m, black and white) and Kiara (f, cream with grey tips) are gorgeous, healthy kittens. They were found abandoned at 2 weeks old, and have settled very easily into a domestic setting. They are well-behaved and both have lovely, gentle personalities. They are comfortable around small children. NB: They are currently too young to be spayed/neutered, but will be as soon as they are old enough."
Dog,Shih Tzu,Male,Cream,Small,Medium,Yes,Yes,Yes,Healthy,1,0,"Marley is an AMAZING dog. He is super friendly, he loves people and other dogs. He loves to cuddle and get pet tons, take walks and sit in the park listening to the birds, and playing fetch with people. He is house trained and neutered so there are no messes or embarrassing moments with new lady friends :) He is trained to either go outside for a walk twice a day or pee indoors on a Pet Pad (like a flat diaper on the floor), whichever you get him accostumed to doing. He is very easy to bathe, walk and feed. All this dog needs, besides food twice a day and a bath once a week, is love. If you love him he will love you and be happy. He does not need too much attention or medical care, just love. I am an American teacher in KL. I adopted my Shit Zu, Marley, two years ago from a friend who moved away from KL. Now I am moving away from KL and I want to take Marley to the U.S. However, all snub nosed dogs are banned from airplanes due to the high temperatures, so I cannot take Marley with me!! I must urgently find him a home! I am madly in love with Marley so it is very important to me that I find him a very loving owner."
Dog,Jack Russell Terrier,Male,White,Small,Short,Yes,Yes,Yes,Healthy,1,0,"Very lively dog, as expected from a JR! We are moving to a condo and regrettably have no choice but to give him up for adoption. Loves attention and play time."
Dog,Poodle,Male,Brown,Small,Short,No,Yes,Yes,Healthy,2,200,Oreo is the brown one. Currently got 3 + 1. Oreo is a smart boy. But as 1 got 3 schnauzer he was always bullied. Hope he can find a real loving owner to adopt him.
Cat,Domestic Short Hair,Female,Golden,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Hazel is a docile and loveable kitten
Dog,Mixed Breed,Female,Black,Medium,Medium,Yes,Yes,No,Healthy,1,0,She was rescued together with the other 5 siblings. one of his brother has run over by a car.Very intelligent and adorable. They deserve a good home. No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call me.
Cat,Domestic Short Hair,Mixed,Black,Small,Short,No,Yes,No,Healthy,3,50,"A stray cat gave birth to 5 kittens in my garden. 1 has been adopted, and there are now 4 left. Only 3 are up for adoption right now though. They have been treated for mange, fleas, and worms so far. Their skin looks a bit sad in the photos because of the mange. It'll get better in a week or so! The 3 kittens up for adoption are Riley (black and white, girl), Aspen (cream, boy), and Reagan (black and white, boy). They are all 6 weeks old right now and will be ready to go to their new homes at 8 weeks. The RM50 will be returned to you when you spay/neuter the kittens at 4-6 months. Absolutely NON negotiable! These kittens MUST be sterilized. No exceptions. They must also be vaccinated at the appropriate ages. They are all very friendly and playful. Will not bite or scratch. They have been hand-fed by me, so they are very human oriented. Please e-mail/sms me if you are interested in giving these lovely kitties a new home. Tell me about yourself please, I do not want to receive one line queries asking ""are they still available?"" or ""can I have one?"". These emails will not be entertained. So please, tell me about yourself, your experience with cats/animals, whether or not you have pets of your own, and your living situation (do you rent? own? live with parents?). Any info that you think will help me get to know you better is welcomed! ----------------------------------------- Some personality info: Aspen - He's the adventurer; very brave and always the first to check anything out. He doesn't get scared easily and is very calm. He looks like he's always thinking about something and analyzing the situation! He's a very confident and independent little kitty. Riley - She always makes the MOST noise! Especially when she eats. All you hear is *slurpslurpslurp* *nomnomnomnom* It's so cute! She LOVES to eat. She's becoming kind of pudgy too! But she's very playful and adventurous too. Likes to climb everything and play hide and seek/wrestle with the others. Reagan - He's the quiet one. He is a little shy, but he LOVES being picked up and petted. He ALWAYS purrs when I pick him up and he will sit on your lap indefinitely! He just loves being around people and being held. He's such a sweet little kitty. I call him the cuddlebug! Additional info: All the kittens have been socialized with my dog, so they are OK with dogs too (small dogs)."
Dog,Shih Tzu,Male,Gray,Small,Medium,None,None,No,Serious Injury,1,0,"A male Shih Tzu (approximately 4-5 years old, Gray & White color) was rescued in Puchong last week from a group of foreigner. Injury to the left eye and was removed due to the seriousness and from infection. The boy is now being temporary fostered in a home at Taman Tun Dr.Ismail."
Cat,Siamese,Female,White,Medium,Medium,No,Yes,No,Healthy,1,0,Snowy is a Siamese mix female kitten about 5 months old. She is a curious and playful kitten. Loves climbing. She needs a loving home. Please email. Thank you.
Dog,Mixed Breed,Male,Brown,Medium,Medium,No,No,No,Healthy,1,0,"Please help these puppies find good homes...A drain is definitely not a place we can call home! For adoption, kindly contact. Fosterer(s) are welcome, too."
Cat,Domestic Medium Hair,Male,Black,Small,Short,No,No,No,Healthy,1,0,GOOD NEWS OUR KITTEN MAX BIONDI HAS ALREADY BEEN ADOPTED BY TWO LOVELY MISS. WHAT I KNOW SHE BEEN WELL TAKECARE OFF AND HAVE A PARTNER.I WISH MAX BIONDI IS HAPPY WITH THE NEW OWNER. BYE-BYE TAKECARE.
Dog,Poodle,Male,Brown,Small,Medium,None,None,None,Healthy,1,0,Mixed breed poodle looking for home.
Cat,Domestic Short Hair,Mixed,Black,Small,Short,Yes,Yes,No,Healthy,4,0,"We have 4 adorable 5-month old kittens for adoption. All are rescues. They are sweet and healthy. They like a lot of space to run around in, and are good with other animals. Ideal if adopted together, but open to separate adoptions."
Cat,Domestic Short Hair,Female,Black,Medium,Short,No,No,No,Healthy,2,0,very active and playful little kittens
Cat,Domestic Short Hair,Mixed,Black,Medium,Short,No,No,No,Healthy,4,50,"I am putting this up for my neighbour, Aunty Aisyah. She's very caring about animals. She helps the strays and feeds them very good food. 4 kittens were born to the cat in her care. She has many cats. Some become road kills which is very sad. The kittens are still drinking mother cat's milk. They will weane soon and need forever home and families. 4 kittens."
Cat,Tabby,Mixed,Black,Medium,Short,No,Yes,No,Healthy,3,0,Kittens found near my house.
Cat,Domestic Short Hair,Male,Golden,Small,Short,No,No,No,Healthy,1,0,"Stunning golden kitten found wandering around park for multiple days. Usually famished when seen. This little boy is a delightful, charming, and outgoing personality. He just wants to cuddle. Already takes solid food. Potential adopters must be willing to spay, vaccinate, and love him as an indoor cat. Experience with cats is a big plus, as are families with young children. If you have a place in your heart and home for this adorable kitten, please get in touch."
Dog,Mixed Breed,Female,Black,Medium,Medium,No,Yes,No,Healthy,1,0,"If you are interested in adopting, kindly contact ==> Call/ sms to Requirements for Adoption: ========================= Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY."
Cat,Domestic Medium Hair,Mixed,Cream,Medium,Medium,No,No,No,Healthy,2,0,"cute, active kitten for adoption. 2 months old. rescued from backstreet together with their mother. prefer to adopt two kittens at once. please call for detail, thank you."
Cat,Bengal,Mixed,Black,Small,Medium,No,Yes,No,Healthy,2,0,Junior & Rosie are siblings and they are a cheerful & playful cat.
Dog,Mixed Breed,Female,Brown,Medium,Short,Yes,Yes,No,Healthy,1,0,Very cute puppy looking for home sweet home. Not tying or caging for long hours except for precautionary purpose. Commitment to spay is compulsory. Interested to adopt pls call me.
Dog,Pomeranian,Male,Brown,Small,Long,Yes,Yes,No,Healthy,1,300,"Max was bought when he was just a puppy and was bred as a champion pure breed . He's a very active dog and can get very ""manja"" . It is best to have just him instead of having other dogs in the house as his spitz lineage and gender makes him very instinctively dominant . He's groomed regularly at the salon and is a well loved pet . Reason for being put up for adoption : I will be leaving the country soon and do not want to subject him to fly with me as Australia has very strict rules about pets , therefore it will be a long and stressful process for Max to relocate with me . // Interested parties please drop me a whatsapp with a short profile of you , your location and your history with pets . Thank you ."
Cat,Domestic Short Hair,Female,Brown,Small,Short,Yes,Yes,No,Healthy,1,0,"This cat was loitering near my house when she was around 2 to 3 months old. I have recently moved house (small space) and work long hours. No time to play and take care of her. I hope to find a better home for her. She's toilet trained and very playful.If you are interested to adopt her, call or sms me at."
Dog,Jack Russell Terrier,Male,Brown,Small,Short,Yes,Yes,Yes,Healthy,1,0,"Please visit PAWS Animal Welfare Society, PJ directly. The adoption status may not be up-to-date, but there are many more at the shelter, do drop by :)"
Cat,Abyssinian,Female,Yellow,Medium,Long,None,None,None,Healthy,1,0,Found in highway for adoption not sure of sex and age.
Cat,Domestic Medium Hair,Mixed,Black,Small,Short,No,No,No,Healthy,2,0,"Please help me to save these little kittens. there are two of them. 1 female and the other is male. both of them together with the mother are been hanging around in front of my office (in other words there living there). what i'm worried about is that they are very small and in front of my office is a parking lot area and i'm afraid they'll be hit while playing under the car (as you know kittens love to wondering around). some more there also dogs wondering around this area and it is not good for their safety. i think its ok if you just take the kittens without the mother because it seems that the mother started to leave her babies to play by themselves provided you have to feed them as babies i.e with milk to replace the mother's. i cannot keep or adopt them since i'm renting a room in my house and i don't think my house owner gonna like it. so, if somebody out there looking for pets,rather you buy expensive fluffy cats, please help me to save these little kittens because it will mean a lot to them also to me and in the same time you've done something good to the society and the animals. please please please help me to rescue them because i'm afraid the cleaner or the management of this building might done something bad to them because they have started littering everywhere it it cause a very bad smells and i'm afraid people might complain about this. if anyone interested kindly call me at my number ()or please email at . please let me know earlier so that i can keep them and put in the box while waiting for you to come and take them. i provide some of their photos. i know there are not a very fluffy cat or a Persian cats. but i bet they can be a very good friend."
Cat,Tabby,Male,Brown,Small,Medium,No,Yes,No,Healthy,1,0,"RESCUED CAT We saved him in a restaurant, his leg was injured. So we brought him all the way from Johore to KL and We treated him for couple of weeks and now he is perfectly healthy! Diet: Royal Canin Kitten He has kinda medium-long hair. Maybe he is mixed persian. Cat litter and pine wood trained. Very Disciplined. Has never poo-ed or pee-ed around so far. Loves to play with cat toys. Only Serious Adopters :) -Please Whatsapp me for more photos of his. TQ IF UR INTERESTED: Kindly contact us at' - Farah (Whatsapp, Call and SMS) ***Whatsapp is more preferable. We hope that you can be the new family for him. TQ P/s No delivery :) Please come to our house to have a look at him first, and only if ur interested, you can bring him home! :) (once you brought it home, but find it not suitable to you, you can return it to us) LOCATION : Taman Desa, Jln Klang Lama (5 mins from MidValley, 2 mins from Desa Waterpark) Thank You for viewing the cat's profile. ***We recommend you to consult the vet after the adoption of the cat as our cats are stray and rescued ones. We highly suggest the adopters to vaccinate the cats and to spay/neuter it once it reached its maturity to avoid more strays by the roadside. TQ"
Dog,Mixed Breed,Male,Black,Medium,Long,No,No,No,Healthy,1,0,"Healthy stray mother living at our area, gave birth to 8 healthy lil pups looking for nice families to adopt them. He is actually not even 2 mths yet 1 mth and 17days old."
Cat,Domestic Short Hair,Female,Gray,Medium,Short,Yes,Yes,No,Healthy,3,0,"Gorgeous female grey kitten for adoption. Gentle. Vaccinated and dewormed. Booster required in a month's time. No caging, must agree to neutering and to be kept indoors, preferably. Call for more information."
Cat,Domestic Medium Hair,Male,Black,Medium,Medium,Yes,Yes,No,Healthy,1,0,"Name: Bruno Bear Gender: Male Fur colour+Tail: He is gray! He also has a long tail About Bruno: Up for Adoption! Location : Bukit Jambul, Penang Name : Bruno Bear Gender: Male Age: 2.5 months Vaccinated and Dewormed He is very affectionate and loves to cuddle. For lap-cat lovers, he is up for grabs. He has a straight, long tail that he likes to keep high up! He is on good, quality dry food diet with canned food supplements. We can arrange for visits/transport him anywhere around Penang Island. Thanks peeps! Where did Bruno come from?: Bruno's mama came to my house while she was pregnant. She is a cat with a beautiful personality.She had 5 healthy and adorable kittens. However, my neighbors don't welcome cats and she threw all 5 of them somewhere far. However, Bruno's mama is a strong mother and she managed to snatch Bruno back somehow. She is courageous! Bruno himself is very brave, a trait which he must have picked up from her.Bruno's mama has been sent for spaying. Which type of home will suit Bruno?: Bruno would thrive in a home with ample of space. He is not going to be happy in a cage/very confined space. He can live indoor or outdoors. -First Vaccination and Deworming done. -Please don't hesitate to contact me via whatsapp to enquire. Thank you for visiting this page! Have a good day!"
Cat,Domestic Short Hair,Mixed,Black,Medium,Medium,No,None,Yes,Healthy,15,0,They all born in my house. Indoor cat.
Dog,Mixed Breed,Female,Black,Medium,Medium,No,Yes,No,Healthy,1,0,For Adoption
Dog,Mixed Breed,Male,Black,Medium,Medium,Yes,Yes,No,Healthy,1,0,For Adoption
Dog,French Bulldog,Female,Yellow,Small,Short,No,No,None,Minor Injury,1,0,"Ginger is a purebred French Bulldog. She has slight problem with one of her leg but she can move around with no problem. She is a quiet, sweet and gentle dog. I am looking for a loving home for her. Please contact Ann"
Cat,Domestic Short Hair,Male,Yellow,Small,Short,No,No,No,Healthy,3,9,"These kittens is juz one month ols. We wanted to let them go because we have already have 5 cats with us. If anyone interested please contact us. Remember, these are living creaturues..we love them ,somehow we afraid we cudnt manage them well.. They ar adorable orange colors One of them already taken by our relatives.."
Cat,Domestic Short Hair,Female,Black,Medium,Medium,No,No,No,Healthy,1,0,"2 month old adorable female kitten for adoption. Location bangi , selangor. Interested adopters please whatapp"
Cat,Tabby,Male,Brown,Medium,Short,No,Yes,No,Healthy,2,0,"A couple weeks ago two kittens were found by my aunt's colleague in her car engine compartment. She wasn't sure when the kittens were placed there, but she knew the poor kittens had at least traveled one journey in there, probably traumatized beyond belief. Since the lady did not know how long the kittens were there, she could not know where they came from and where their mother is, and this is when my aunt called me for help. I named them Nobu (the white one) and Yoshi (the orange one) after Japanese warlords Nobunaga and Hideyoshi. Strong names for two strong boys. Nobu had an eye infection at the time of rescue, but had cleared up now with eye ointment. Both kittens had also been dewormed at the same time. They are currently about 1.5 months old to be accurate. I had successfully weaned them off milk, and they can eat kibbles on their own now. (RC baby kitten) Though they do still enjoy milk on the occasion. They are litter trained, though can still get messy at times kicking litter all over. Yoshi the orange tabby is the older brother, the bigger of the two. He has the CUTEST round eyes and can be quite manja. He is more mild mannered compared to Nobu, but is a fast learner. He purrs loudly. Nobu is the younger one but he is also the adventurous one. He is extremely curious and likes to explore wherever he can get to via whatever method he can. (jump, climb etc) However, he can be a bit messy, spilling kibbles all over, getting milk beards, stepping into the water bowl etc. He has a super cute 'mew' though! Both kittens are extremely playful, Yoshi especially LOVES to play with feathers. They can also be potential lap cats. I used to bottle feed milk to them on my lap sitting on a small stool, even though I don't now since they broke their milk bottle, sometimes they still like to climb onto my lap and I'll pet them. ******SERIOUS ADOPTERS ONLY****** - It would be most preferable if they can be adopted together, I don't want to split the two brothers since they are quite attached to each other. - They must be spayed at the age of 6-8 months. - The brothers must be kept INDOORS since they do not grow up on the streets and are not street smart. If interested, please e-mail me or SMS/Whatsapp me at. Please do not call!"
Cat,Domestic Medium Hair,Mixed,Black,Medium,Medium,No,No,No,Healthy,2,0,Found in Damansara Perdana Condo carpark area. Looking for loving family
Dog,Terrier,Male,Brown,Medium,Short,Yes,Yes,Yes,Healthy,1,0,"Beeble is an adorable puppy, with a very gentle and sweet nature. He was adopted at two months old but unfortunately, his owner has to give him up due to family problems at home. He has brown ears and a blotch of brown near his tail, about knee-height. Beeble is housebroken, knows how to sit and loves to play fetch. Don't bark much and ideal as a house pet. Please give him a loving home. Adopted by Annie & famly in Sg Long 19 Dec ."
Dog,Shih Tzu,Mixed,Black,Medium,Medium,No,No,No,Healthy,5,0,Lovely puppies for adoption. Looking for serious adopters for these mixed breed pups..mother dog is Shih Tzu and father dog is Springer Spaniel mix breed. Those interested are welcome to wats app me for further details
Cat,Domestic Medium Hair,Male,White,Medium,Medium,None,None,None,Healthy,2,0,Found the cats in my house. Decided to keep them until they get a bit bigger before putting them on adoption here
Cat,Domestic Long Hair,Female,Black,Small,Long,No,No,No,Healthy,1,0,"Location: Shah Alam, Seksyen 17. Name: Grey Age: Almost a month (I think) Salam, ada sesiapa berminat nak adopt this cute kitty? I found this kitty in front our house weeks before and me and my friends have been taking care of it since then. Unfortunately as we are graduating and leaving for our hometown soon, we would like to find a new home for this kitty.It would be nice if you have experience in dealing with newborn kittens as this kitten is bottle-fed."
Cat,Domestic Medium Hair,Male,White,Medium,Medium,Yes,Yes,No,Minor Injury,1,0,Found This stray kitten have rectal prolapse & mild skin problems. necessary treatment is given & his is now on the road to recovery. currently Prince is boarding at vet until fully recover. A home is urgently needed for this active & playful kitten. please SMS me if you are serious in adopting little Prince :) *Please call after 6.30pm. TQVM!! *PREFERABLE KUALA LUMPUR AREA.TQ.
Cat,Domestic Medium Hair,Male,Golden,Medium,Medium,No,Yes,No,Healthy,2,0,Luca & Bobby are going to be 2 months old soon. They are already eating solid food. Very boisterous and active kittens. Would prefer that they be adopted together as they are very close with each other. If interested please call for further details. Thanks. Happy to inform that Luca & Bobby have been adopted by 2 good gentlemen. I know Luca & Bobby will be well taken care of and loved by their new owners and my wish is that they will lead a happy and healthy life together.
Dog,Mixed Breed,Female,Brown,Medium,Short,No,No,No,Healthy,1,0,"Found her on Monday night when I was walking my dog. She was very brave even though she was separated from her mother. After overcoming her initial fears, she was brave and friendly enough to approach me and my dog. From the short time I have with spent with her, she is playful and quite smart. She would walk next to me when I'm walking around the house. When I'm in the house, she would investigate her new surroundings. I'm unable to care for her for long of her as I have two dogs at home already. She needs a good home that would be willing to take great care of her."
Dog,Shih Tzu,Male,Brown,Small,Long,Yes,Yes,Yes,Healthy,1,200,"Fynn was surrendered when his owner moved to condo. He is neutered, had his teeth cleaned during surgery, dewormed and groomed. Now ready for his new home. He is a good watch dog and loves to follow people everywhere. Very good with children. Playful and friendly. Adoption fees is at RM - neutering + teeth cleaning."
Dog,Mixed Breed,Female,White,Medium,Medium,Yes,Yes,No,Healthy,1,0,"hello, i am 2 month old baby girl named Snowy. i am growing bigger and getting fattier staying with my fosterer! please adopt me to let me have a forever loving home. i bring you endless laughter and happiness please call miss ooi at to adopt me!"
Cat,Domestic Short Hair,Mixed,Golden,Small,Short,No,No,No,Healthy,5,0,5 kittens available for adoption. They are 7weeks old and litter trained. 3 are all white & 2 ginger kittens. Healthy and active. Location Seksyen 16 Bandar Baru Bangi. Interested adopters please whatapp
Cat,Domestic Short Hair,Female,White,Medium,Short,None,None,None,Healthy,1,0,We got Luna when she was a kitten in Feb 15'. She is a very calm and friendly cat. Very gentle with children. Unfortunately we can't keep her as my youngest son is allergic to cat fur. We are looking for a loving home for Luna.
Cat,Domestic Short Hair,Male,Black,Small,Short,No,No,No,Healthy,1,0,"2Month old male kitten looking for new house he is toilet train, activate, adorable....... I'm unable to keep this kitten and the mother as i already have 5cats in the house...... Term & Con : Must be adopt with the mother"
Cat,Domestic Short Hair,Male,Black,Small,Short,No,Yes,No,Healthy,1,0,"Hi everyone, Meet Oggy. Found him on Saturday night by the roadside under a car crying. He is healthy and eating very well and is potty trained. Anyone interested please call me at. Thank You Felicia"
Cat,Siamese,Mixed,Black,Small,Medium,No,No,No,Healthy,3,0,"I've been feeding the stray cat and its expanding too fast, if I send to other cat center they will put these cute cat to sleep. Please help them. Thank you Liana from Seremban for adopting these kitten"
Dog,Mixed Breed,Female,White,Medium,Medium,No,No,No,Healthy,1,0,"Snowy Girl's mama is a mixed Terrier. They were rescued from an irresponsible breeders who force mama Snowy to breed for their greed to sell off the puppies at a pasar malam. Mama Snowy is now adopted by a super nice woman who loves her to bits! Now Snowy Girl is looking for her forever home. Her wish is simple - she just wants someone to love her. Besides feeding her, playing w her, walking her, bathe her etc etc etc hahaaa Anyways, Snowy Girl is one happy playful puppy. She has a very shaggy fur on top but just like her mom, I think it is due to lack of nutrition coz those irresponsible people didn't feed them with good food. Heck, they only fed them once every alternate days!!!!! Oh, let's get back to the fur part. Her fur is quite shaggy on top and on her sides, it looks like its been trimmed nicely but that is how her fur grows. Very special indeed. She will grow to be medium size but quite leggy coz mama Snowy is quite leggy too. Snowy Girl is great w children and is full of love and smiles. If you have a household of other dogs, no worries, Snowy Girl gets along well w other dogs too. As long as your current fur-babies are friendly. If you think she is the one your family is looking for, give me a buzz. Only for serious adopter please. ADOPTED ON 24TH FEB TO DEON"
Cat,Domestic Short Hair,Male,Black,Medium,Short,No,No,No,Healthy,1,0,"The kitten is about 3-4 months old. He's an active cat that loves to eat. He's pretty fat for kitten his age, loves to play a lot. Knows how to use cat litter, not a picky eater. SMS/Whatsapp me at. Delivery area: Metro Kajang, Metropoint Kajang, KTM Kajang. Pick up from home is even better ;D"
Dog,Mixed Breed,Female,Black,Medium,Short,No,Yes,No,Healthy,1,0,"Please SMS/WhatsApp or if you can give this sweetie a good and loving home that she deserves. Serious adopters only ***************************** /14 We picked this cute little girl up late this afternoon. A friend had called to say that a puppy had just suddenly turned up in her housing area all alone. The neighbours threatened to call DBKL eventhough she was such a wee pup. So Nicole Suresh﻿ and I headed over there as soon as we could and picked her up. We gave her a quick bath as she had quite a few ticks and thankfully we managed to get a foster carer for her who will be looking after her until she is ready for adoption. We have decided to call her Dakota as she is so friendly, and the name Dakota literally means friend. She's also very good with other dogs and got along with the foster carer's dogs immediately. We have just dewormed her and she's going for a check up tomorrow. She will be vaccinated after a week or two as we need to make sure that she hasn't got any underlying health problems. Please SMS or WhatsApp or if you can give this sweetie a good and loving home that she deserves. ******************** TERMS & CONDITIONS FOR ADOPTION 1. Must be given sufficient food, water and medical care if required. 2. Must be given proper and adequate shelter from the heat and rain. 3. Must not be caged unnecessarily. 4. Must be SPAYED at 6 months of age (non-negotiable) 5. Must be given lots of love. 6. A home visit will be conducted prior to and post adoption (non-negotiable)"
Dog,Bullmastiff,Male,Brown,Large,Short,Yes,Yes,Yes,Healthy,1,300,"I have a very intelligent and gentle mastiff mix for adoption. To be specific, a mix of bullmastiff and boxer. He is a very good guard dog. Only barks when he senses something in the compound. Reason for letting go is because, I have too many dogs at home and shifting. Name : RAMBO Age : 1 Year + Sex : Male Color : Tan Body size : Strong and muscular Food fed : Rice or dog biscuit or meat Condition of adopting : family must treat this dog superwell."
Dog,Boston Terrier,Female,Yellow,Small,Short,No,Yes,No,Healthy,1,300,"Cutie is an adorable 2 months old female Boston terrier mix. She is a typical sweet and playful puppy. Cutie is good with other dogs. We are working on crate training and socialization. Just like any puppy, this pup will need a loving home. If you are interested in adopting, please whatsapp me at Yulia. No calls please."
Dog,Mixed Breed,Male,Black,Medium,Short,No,Yes,No,Healthy,1,0,"Medium size dog. Preferably landed property. Adopters MUST vaccinate, neuter and keep puppy indoors/fenced. Call/whatsapp: One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas, Penang."
Dog,Mixed Breed,Female,Brown,Medium,Short,Yes,Yes,No,Healthy,1,0,PLS CALL for this puppy
Dog,Mixed Breed,Female,Cream,Medium,Short,No,No,No,Healthy,1,0,"1) Gender: Female 2) estimated Age: 1-2 Month 3) Vaccinated: No 4) Dewormed: No 5) Spayed: No 6) Location: Sg Long 7) Adoption Fee: None FOUND IT AT WORKING PLACE (DESA TUN RAZAK) PLAYFUL 1st pup found day before yesterday, black male, able to get a adopter to adopt. yesterday found a white female pup, same place, believe is same bunch of pup and throw by same heartless ppl at the same place. The female pup currently with me but cant stay long because i'm not able to keep it, can foster till you guy get someone to adopt her."
Cat,Domestic Short Hair,Mixed,Brown,Small,Short,No,No,No,Healthy,2,0,"Note : Contact me ONLY if you know you are able to provide the love, attention, commitment and a comfortable environment for the kids or you just wanna inquire first also can. - You may adopt either one but adopting both would be preferable as they grew up together. - Please note that they may be charged. - Please ask permission from the people around you. This is a long time commitment just like raising a child. Also, please introduce yourself, occupation, location, why you want to adopt, any current/previous pets and other information. Conditions** - Vaccination is required to prevent any disease or infection. (I may ask for a deposit and will return once you have vaccinated the kitten(s).) I may or may not. - Please spay/neuter at the right age. - Prefer working adults to support the expenses and needs. NO students and NO international. (unless you can convince me) - Please avoid letting them outdoors unless it is inside your housing compound. - PLEASE update the progress as frequent as you can. I will stop asking about the progress of the kitten once I feel both of you have adapted together. You will be given two weeks time to see if they suit your personality. If they don't then please feel free to return to me. Any expenses during these weeks will not be refunded. - Adopter will need to pick up on the agreed date. (negotiable) ""Please remember that animals are living souls. They need consistent care, attention and boundless love. They will grow up, make messes and trouble, you will need to be willing to spend some money on their food and medical just like they are your children. They will love you if you love them equally. If you are serious about adopting a family member and you are willing to spend time, money and effort to take care of the kitten then by all means contact me."" ............................................................................................................... About the kittens. Currently fostering these two lovelies. Grew up with their momma's milk. Socialised with humans but are a little timid in the beginning, I mean who wouldn't be scared of giants being this tiny right? - Female : black tone, 'manja', replies when you talk, a lil timid at the beginning but gets playful later on, has a unique rough voice. - Male : lighter, more manja, soft meow, loves neck and back rubs. - Both are very healthy and clean. Both grew up together so they are very attached together. Most of the times they are very quiet either sleeping together or exploring together but when they see me, they will start calling and approach careful at first. - Both are around 1.5 months to 2 months old (Jun ) Video and images are attached. I am in Bandar Utama. I prefer whatsapp but calls and messages are fine. :)"
Dog,Miniature Pinscher,Female,Brown,Small,Short,None,None,No,Healthy,1,0,It can behave aggresively sometimes.
Dog,Miniature Pinscher,Male,Black,Small,Short,Yes,Yes,Yes,Healthy,2,50,"Little Latte and Jawi is born at the year on September 28th. They are really active dogs who loves to run everywhere and are really great company for small children. Would love to find them a great home that gives them alot of love :) If you're a dog lover that won't cage them for the whole day, please contact me :D"
Cat,Tabby,Male,Black,Medium,Short,No,No,No,Healthy,1,0,A stray cat at my neighborhood gave birth to this kitten. He is healthy and can eat solid food.
Cat,Domestic Short Hair,Male,Golden,Medium,Short,No,Yes,No,Healthy,1,0,Beautiful ginger male kittens. He is playful and energetic. Home stay kitten hence are domesticated and toilet trained (using pine wood litter). He has been de-wormed and are clear from fleas. Too young to be vaccinated. Age: 3 months Current food: IAMS Kittens and Royal Canine Kittens Toilet trained: Yes (using pine wood litter) De-wormed: Yes Vaccinated: No
Dog,Mixed Breed,Male,Black,Medium,Short,Yes,Yes,No,Healthy,1,0,"Little Fuji is very very playful, brave and active. He will run out immediately from the play pen once set free. Cute and extremely smart. A very tough boy, sole survival of the litter of 6. Good health condition."
Cat,Domestic Short Hair,Mixed,Black,Small,Short,No,No,No,Healthy,5,0,Call or SMS if u interested. Tq
Dog,Mixed Breed,Female,Black,Medium,Short,Yes,Yes,No,Healthy,1,0,"Mickey was found in a condo car park when she was only a few days old. She is now 7 weeks of age. A very adorable, active and playful pup. Can be fierce and protective of her fosterer too even at this young age. No tying up or caging please. Adopter must be willing to sterilize her. Call Siew Fun."
Dog,Shiba Inu,Male,Brown,Large,Short,None,None,None,Healthy,1,0,Male baby..still puppy but not sure how many months.. The breeder can't keep too many ready.. So they giving for cheap priced.. Mix breed maybe Sheba mix.. Looking for a lovely owner to adopt .. intresed pls pm Rishi
Dog,Mixed Breed,Female,Black,Medium,Medium,No,No,No,Healthy,1,0,"She and her siblings were given birth by their mother dog who was a house dog of a pork seller in the market. Recently a relative of his has given him a Golden Retriever, he decided to dump their unspayed mother who is not a pedigree. No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call me or "
